player_id,player_name,Brisbane,Hong Kong,Adelaide,Auckland,Australian Open,Montpellier,Cordoba,Dallas,Marseille,Buenos Aires,Delray Beach,Rotterdam,Rio De Janeiro,Acapulco,Dubai,Santiago,Indian Wells Masters,Miami Masters,Estoril,Houston,Marrakech,Monte Carlo Masters,Barcelona,Bucharest,Munich,Madrid Masters,Rome Masters,Geneva,Lyon,Roland Garros,'s-Hertogenbosch,Stuttgart,Halle,Queen's Club,Mallorca,Eastbourne,Wimbledon,Bastad,Gstaad,Hamburg,Newport,Atlanta,Kitzbuhel,Umag,Washington,Canada Masters,Cincinnati Masters,Winston-Salem,US Open,Chengdu,Hangzhou,Tokyo,Beijing,Shanghai Masters,Almaty,Antwerp,Stockholm,Basel,Vienna,Paris Masters,Belgrade,Metz,ATP Finals,total_points_earned
H996,Pierre-Hugues Herbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 - R128,,0 - R32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25 - R16,,35
B0FV,Roman Andres Burruchaga,,,,,,,25 - R16,,,,,,,,,0 - R32,,,,,,,,,,,,,,10 - R128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
KB09,Denis Kudla,,,,,,,,25 - R16,,,,,,,,,10 - R128,,,0 - R32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
R09X,Jurij Rodionov,,,,,,,,,,,,,,,,,10 - R128,,0 - R32,,,,,,25 - R16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
M0HT,Alejandro Moro Canas,,,,,,,,,,,,,,,,,,,,,,,,,25 - R16,,,,,,,,,,,,10 - R128,,,,,,,,,,,,,,,,,,,,,,,,,,,35
S0JA,Eliot Spizzirri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25 - R16,,,,,,,,10 - R128,,,,,,,,,,,,,,,35
BI23,Liam Broady,,25 - R16,,,,,,,,,0 - R32,,,,,,,,,,,,,,,,,,,,,,,,,,10 - R128,,,,,,,,,,,,,,,,,,,,,,,,,,,35
Q02L,Ethan Quinn,,,,,,,,0 - R32,,,,,,,,,10 - R128,,,,,,,,,,,,,,,,,,,,,,,,25 - R16,,,,,,,,,,,,,,,,,,,,,,,35
G0GD,Matteo Gigante,,,,,,,,,,,,,,,,,,,,,0 - R32,,,,,,30 - R64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M0HU,Shintaro Mochizuki,,0 - R32,,,10 - R128,,,,,,,,,,,,10 - R128,,,,,,,,,,,,,10 - R128,,,,,,,,,,,0 - R32,,,,,,,,,0 - R32,,0 - R32,,,,,,,,,,,,30
SM37,Diego Schwartzman,,,,,,,0 - R32,,,0 - R32,,,,0 - R32,,,,10 - R128,,,,,0 - R64,,,,10 - R128,,,,,,,,,,,,,,,,,,,,,,10 - R128,,,,,,,,,,,,,,,30
KI82,Vit Kopriva,,,,,10 - R128,,,,,,,,,,,,,10 - R128,,,,,,,0 - R32,,,,,,,,,,,,10 - R128,,0 - R32,,,,0 - R32,,,,,,,,,,,,,,,,,,,,,30
GJ16,Federico Agustin Gomez,,,,,,,0 - R32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25 - R16,,,,,,,,,,,,,,25
C0BC,Maxime Cressy,,,,,,,,,0 - R32,,,0 - R32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25 - R16,,,,0 - R64,,,,,,,,,,,,,,,,,,,25
DA31,Hugo Dellien,,,,,,,25 - R16,,,,,,0 - R32,,,0 - R32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
E0DD,Justin Engel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25 - R16,,,,,,,,,25
N0CS,Lukas Neumayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25 - R16,,,,,,,,,,,,,,,,,,,,,25
D0L3,Matej Dodig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25 - R16,,,,,,,,,,,,,,,,,,,,25
R0FS,Leandro Riedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25 - R16,,,,,,,,,,,,,,,,,,,,,,,,,25
C0C8,Juan Manuel Cerundolo,,,,,,,0 - R32,,,,,,,,,25 - R16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
J476,David Jorda Sanchis,,,,,,,,,,,,,,,,,,,25 - R16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
H0A4,Nick Hardt,,,,,,,,,,,,,,,,,,,,,,,25 - R32,,,,,,,,,,,,,,,,,0 - R32,,,,,,,,,,,,,,,,,,,,,,,,25
M0AC,Rudolf Molleker,,,,,,,,,,,,,,,,,,,,,,,,,25 - R16,,,,,,,,,,,,,,,0 - R32,,,,,,,,,,,,,,,,,,,,,,,,25
VA25,Valentin Vacherot,,,,,,,,,,,,,,,,,,,,,,10 - R64,,0 - R32,,,,,,10 - R128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
TC01,Li Tu,0 - R32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 - R32,,,,,,,,10 - R128,,,,,10 - R128,,,,,,,,,,20
B0NO,Darwin Blanch,,,,,,,,,,,,,,,,,,10 - R128,,,,,,,,10 - R128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
S0IA,Dane Sweeny,,,,,10 - R128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
S0GR,Timofey Skatov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 - R128,,,,,,0 - R32,,,,,,,,,10
F0DM,Arthur Fery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 - R128,,,,,,,,,,,,,,,,,,,,,,,,,,,10
RB56,Ramkumar Ramanathan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 - R128,,,,,,,,,,10
PG94,Marc Polmans,,,,,10 - R128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 - R32,,,,,,,,,,,,,,,,,,,,,,,10
V708,Jiri Vesely,,,,,10 - R128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
F0I8,Matthew Forbes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 - R128,,,,,,,,,,,,,,,10
HG94,Benjamin Hassan,,,,,,,,,,,,,,,,,,,,,,,,,,10 - R128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 - R32,,,,,,,,,10
Y218,Elias Ymer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 - R128,,,,,,,,0 - R64,,,,,,,,,,,,0 - R32,,,,,,,10
PD07,Vasek Pospisil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 - R64,,,,,,,,,,,,,,,,,,10
H09P,Brandon Holt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 - R64,,,,,,,,,,,,,,,,,10
GC89,Egor Gerasimov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 - R128,,,,,,,,,,10
M0OQ,James McCabe,,,0 - R32,,10 - R128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 - R32,,,,,,,,,,,,,,,0 - R32,,,,,,,,,,,,,10
K0HC,Maks Kasnikowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 - R128,,,,,,,,,,,,,,,10
D923,Damir Dzumhur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 - R32,,,10 - R128,0 - R32,,,,,,,,,10
BV21,Charles Broom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 - R128,,,,,,,,,,,,,,,,,,,,,,,,,,,10
VA70,Mate Valkusz,,,,,10 - R128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
J620,Maxime Janvier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 - R128,,,,,,,,,,,,,,,,,,,,,,,,,,,10
J0AZ,Kyrian Jacquet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 - R128,,,,,,,,,,,,,,,10
N0AM,Emilio Nava,,,,,,,,0 - R32,,,0 - R32,,,,,,,10 - R128,,,,,,,,,,,,,,,,,,,,,,,0 - R32,,,,,,,,,,,,,,,,,,,,,,,10
J553,Omar Jasika,,,,,10 - R128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
S0TX,Henry Searle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 - R128,,,,,,,,,,,,,,,,,,,,,,,,,,,10
L0GH,Mark Lajal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 - R128,,,,,,,,,,,,,,,,,,,,,,,,,,,10
P0HW,Dino Prizmic,,,,,10 - R128,,,,,,,0 - R32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
